,titles,images,ratings,prices
386,"HP Laptop 15 - AMD Ryzen™ 3 7320U, 15.6inch(39.6 cm) FHD, IPS, Micro-Edge, Anti-Glare, 8GB RAM, 512GB SSD, AMD Radeon Graphics (Win 11 Home,Dual Speakers, MSO,Natural Silver),15-fc0027AU",https://m.media-amazon.com/images/I/71r3f4OkNdL._AC_UY218_.jpg,2.5 out of 5 stars,"₹22,990"
387,"(Refurbished) Lenovo V15 G3 (82TTA01EIN) Laptop (Intel Core i3-1215U/ 8GB RAM/ 512GB SSD/DOS/ 15.6"" FHD), Iron Grey",https://m.media-amazon.com/images/I/51MyGOjjt8L._AC_UY218_.jpg,3.2 out of 5 stars,"₹52,990"
388,"Lenovo V15 12th Gen Intel Core i7-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN",https://m.media-amazon.com/images/I/719+CaSnPxL._AC_UY218_.jpg,No Rating,"₹56,990"
389,"ASUS Vivobook 16X, Intel Core i5-12500H, 16"" FHD+ 60Hz, Creator/Gaming Laptop (16GB RAM/512GB /RTX 2050/Win 11 Pro/Office 2021/Fingerprint /50WHr Battery/Cool Silver/1.80 kg),K3605ZF-MBN546WS",https://m.media-amazon.com/images/I/71oY3t-N6ZL._AC_UY218_.jpg,3.7 out of 5 stars,"₹1,03,490"
390,"Lenovo LOQ 2024 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB/1Yr ADP Free/MSO 21/3 Month Game Pass/Grey/2.4Kg), 83DV00LWIN",https://m.media-amazon.com/images/I/8107BhtbdyL._AC_UY218_.jpg,4.1 out of 5 stars,"₹57,700"
391,HP Victus Gaming Laptop Intel Core i5-12450H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 4GB Graphics/144Hz/Backlit KB/B&O/Alexa/Win 11) 15-fa0117TX,https://m.media-amazon.com/images/I/51zj4Qj+31L._AC_UY218_.jpg,3.3 out of 5 stars,"₹59,990"
392,"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 3050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZC-RP587WS",https://m.media-amazon.com/images/I/71XrYrjq1oL._AC_UY218_.jpg,No Rating,"₹64,990"
393,"ASUS Vivobook S15 OLED (2022) 15.6"" (39.62 cms) FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Green/1.8 kg) K3502ZA-L503WS",https://m.media-amazon.com/images/I/71O0u8GnarL._AC_UY218_.jpg,4.0 out of 5 stars,"₹55,990"
394,"ASUS Vivobook 15 OLED(2023),Intel Core i5-1335U 13th Gen,Thin and Light Laptop,15.6"" (39.62 cm) FHD OLED, (16GB RAM /512GB/Windows11/Office 2021/Fingerprint/Quiet Blue/1.7 kg),X1504VA-NJ543WS(X1504VA)",https://m.media-amazon.com/images/I/61YT9CFnGCL._AC_UY218_.jpg,1.0 out of 5 stars,"₹38,990"
395,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Fingerprint/Blue/1.7 kg), X1504VA-NJ323WS",https://m.media-amazon.com/images/I/71haoGWFn8L._AC_UY218_.jpg,4.0 out of 5 stars,"₹72,000"
396,"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-071IN",https://m.media-amazon.com/images/I/61UQ4m-H+yL._AC_UY218_.jpg,4.4 out of 5 stars,"₹76,100"
397,"HP Pavilion 14, 11th Gen Intel Core i7-1195G7, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2019, Silver, 1.41 kg), dv1029TU",https://m.media-amazon.com/images/I/71r9yNNRbZL._AC_UY218_.jpg,3.8 out of 5 stars,"₹69,249"
398,"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU",https://m.media-amazon.com/images/I/613mSa7c6IL._AC_UY218_.jpg,3.7 out of 5 stars,"₹74,990"
399,"Lenovo Yoga Slim 6 13th Gen Intel Evo Core i5 13500H 14""(35.5cm) WUXGA OLED 400Nit Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Storm Grey/1.3Kg), 83E00006IN",https://m.media-amazon.com/images/I/61KV9dh-QvL._AC_UY218_.jpg,4.3 out of 5 stars,"₹60,990"
400,"ASUS TUF Gaming A15, 15.6"" FHD 16:9 144Hz 250nits, AMD Ryzen 5 7535HS Processor, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Graphite Black/2.3 Kg),FA566NC-HN083WS",https://m.media-amazon.com/images/I/715ayC-oSnL._AC_UY218_.jpg,4.2 out of 5 stars,"₹84,990"
401,"MSI Katana A15 Ai, AMD Ryzen 7 8845Hs, Built-in Ai, 40Cm Fhd 144Hz Gaming Laptop(16Gb/512Gb Nvme Ssd/Windows 11 Home/Nvidia Geforce RTX 4050, Gddr6 6Gb/Black/2.25Kg), B8Ve-418In",https://m.media-amazon.com/images/I/71DDL0p7n0L._AC_UY218_.jpg,4.6 out of 5 stars,"₹20,989"
402,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Chromebook | WiFi | Bluetooth | Intel Graphics)",https://m.media-amazon.com/images/I/61QnFVS5jML._AC_UY218_.jpg,3.3 out of 5 stars,"₹27,990"
403,"Acer Aspire 3 Intel Core i3-N305 Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/Intel Graphics/Win11 Home/38Wh) A324-31, Steel Gray, 1.45KG",https://m.media-amazon.com/images/I/71TInaELMxL._AC_UY218_.jpg,No Rating,"₹73,990"
404,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/6GB NVIDIA RTX 3060/165Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201UNIN",https://m.media-amazon.com/images/I/61oB8Adr+GL._AC_UY218_.jpg,4.1 out of 5 stars,"₹61,990"
405,"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, Intel Core i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Icelight Silver/Windows 11/ Office 2021),1.7 Kg, X1502ZA-EJ745WS",https://m.media-amazon.com/images/I/711Qq-RvDwL._AC_UY218_.jpg,3.7 out of 5 stars,"₹74,990"
406,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /32 GB/120 GB SSD/1000GB17 Inches Screen (1TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/61BVsCGR9+L._AC_UY218_.jpg,No Rating,"₹56,990"
407,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /4 GB/512 GB SSD/1000GB17 Inches Screen (1TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/51d6GRfuBsL._AC_UY218_.jpg,No Rating,"₹43,990"
408,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16GB RAM/512GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Backlit Keyboard, Steel Gray, 1.59KG",https://m.media-amazon.com/images/I/61AfgzzobiL._AC_UY218_.jpg,4.5 out of 5 stars,"₹69,990"
409,"Dell Inspiron 5440 Laptop, Intel Core 7 150U Processor, 16GB DDR5 + 1TB SSD, 14"" (35.62cm) FHD+AG NonTouch 250nits WVA Display, Backlit KB + FPR, Win 11 + MSO'21 + 15 Month McAfee, Ice Blue, 1.54kg",https://m.media-amazon.com/images/I/61fe0wSm+tL._AC_UY218_.jpg,5.0 out of 5 stars,"₹38,990"
410,"Lenovo ThinkBook 16 Intel 13th Gen Core i3 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/Office 2021/Arctic Grey/1.7 Kg), 21KHA0J5IN",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,3.9 out of 5 stars,"₹1,43,790"
411,"Acer Predator Helios 16 Gaming Laptop 13th Gen Intel Core i7 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA GeForce RTX 4060) PH16-71, (16"") WQXGA Display",https://m.media-amazon.com/images/I/51MfOw+lbEL._AC_UY218_.jpg,4.0 out of 5 stars,"₹49,990"
412,"Acer Nitro V Gaming Laptop AMD Ryzen 5-7535HS with RTX 2050 4 GB Graphics (8 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG",https://m.media-amazon.com/images/I/51ViDFxb0ZL._AC_UY218_.jpg,4.0 out of 5 stars,"₹5,36,641"
413,"Asus ROG Zephyrus S Ultra Slim Gaming Laptop, 15.6â?¬ 144Hz IPS Type FHD, GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4, 512GB PCIe Nvme SSD, Aura Sync RGB, Windows 10, GX531GW-AB76",https://m.media-amazon.com/images/I/81rs2YCE4IL._AC_UY218_.jpg,4.0 out of 5 stars,"₹17,000"
414,(Renewed) Lenovo ThinkPad 14 inches/35.56 cm HD Laptop - Intel Core i5 6th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office 19/Webcam/USB 3.0/WiFi/BT/Cardreader/Pan India Warranty/Integrated Graphics,https://m.media-amazon.com/images/I/51OKVljVlsS._AC_UY218_.jpg,4.0 out of 5 stars,"₹18,500"
415,"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)",https://m.media-amazon.com/images/I/51ndwE+d8OL._AC_UY218_.jpg,3.7 out of 5 stars,"₹47,990"
416,"Lenovo IdeaPad 3 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD Thin and Light Laptop (8GB/512GB SDD/Windows 11/Office 2021/Backlit/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00EDIN",https://m.media-amazon.com/images/I/81iiHfKu-iL._AC_UY218_.jpg,3.9 out of 5 stars,"₹46,990"
417,"Acer Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/1 TB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/51KL3aOZ0tL._AC_UY218_.jpg,3.9 out of 5 stars,"₹52,990"
418,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB,MSO,Thin & Light, Dual Speakers (Win 11, Silver, 1.69 kg), fq5330TU",https://m.media-amazon.com/images/I/61awFlVJ04L._AC_UY218_.jpg,3.7 out of 5 stars,"₹1,49,990"
419,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4060) PHN16-72 with 40.64 cm (16"") WQXGA Display",https://m.media-amazon.com/images/I/61cEq+fQcxL._AC_UY218_.jpg,4.0 out of 5 stars,"₹55,490"
420,"HP Laptop 15, Intel® Core i5-1334U,15.6-inch(39.6 cm),FHD,16GB DDR4,512GB SSD,Dual Speakers,(Windows 11, MSO,Natural Silver, 1.59 kg),15-fd0316TU",https://m.media-amazon.com/images/I/51GMd4x98QL._AC_UY218_.jpg,3.9 out of 5 stars,"₹1,04,990"
421,"ASUS ROG Zephyrus G14, 14-inch (35.56 cms) WQHD 120Hz, AMD Ryzen 9 5900HS, RTX 3050 Ti 4GB Graphics, Gaming Laptop (16GB/1TB SSD/Windows 10/Office 2019/White/AniMe Matrix/1.7 kg), GA401QE-K2165TS",https://m.media-amazon.com/images/I/81Nwu5Hp0jS._AC_UY218_.jpg,4.0 out of 5 stars,"₹72,990"
422,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /16 GB/512 GB SSD/4000GB17 Inches Screen (4TB)/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/61BVsCGR9+L._AC_UY218_.jpg,No Rating,"₹72,990"
423,"(Renewed) Dell M6800 Precision 17 Inches Screen (4th Gen Intel Core i7 - 4810MQ /32 GB/1000GB 17 Inches Screen (1TB) HDD/Windows 7 Pro), Brown",https://m.media-amazon.com/images/I/51k7VNMXMyL._AC_UY218_.jpg,No Rating,"₹1,09,990"
424,"Lenovo Thinkpad P14s 13th Gen Intel Core i7 14"" (35.56 cm) WUXGA IPS 300nits Thin and Light Workstation (16GB/512GB SSD/Windows 11 Pro/Backlit/Villi Black/3Y Premier Support/1.34Kg), 21HF001EIG",https://m.media-amazon.com/images/I/31ozxddhwhL._AC_UY218_.jpg,4.0 out of 5 stars,"₹35,980"
